filename,actual,predicted,confidence,correct
patch_13_22.tif,field,non_field,68.44%,False
patch_13_23.tif,field,non_field,64.32%,False
patch_13_24.tif,field,non_field,56.29%,False
patch_13_25.tif,field,field,67.07%,True
patch_13_26.tif,field,field,50.44%,True
patch_13_27.tif,field,non_field,66.38%,False
patch_13_28.tif,field,non_field,54.87%,False
patch_13_29.tif,field,non_field,62.99%,False
patch_13_30.tif,field,field,74.18%,True
patch_13_31.tif,field,non_field,77.65%,False
patch_13_32.tif,field,field,61.73%,True
patch_13_33.tif,field,non_field,79.31%,False
patch_13_34.tif,field,field,82.73%,True
patch_13_35.tif,field,field,73.59%,True
patch_13_36.tif,field,non_field,65.13%,False
patch_13_37.tif,field,field,56.44%,True
patch_13_38.tif,field,non_field,80.79%,False
patch_13_39.tif,field,field,62.27%,True
patch_13_40.tif,field,field,71.51%,True
patch_13_41.tif,field,non_field,54.60%,False
patch_13_42.tif,field,field,55.68%,True
patch_13_43.tif,field,non_field,68.98%,False
patch_13_44.tif,field,non_field,56.75%,False
patch_13_45.tif,field,field,61.53%,True
patch_13_46.tif,field,field,66.22%,True
patch_13_47.tif,field,field,70.99%,True
patch_13_48.tif,field,non_field,51.43%,False
patch_13_49.tif,field,non_field,63.49%,False
patch_13_50.tif,field,field,82.70%,True
patch_14_10.tif,field,field,90.99%,True
patch_14_11.tif,field,field,73.89%,True
patch_14_12.tif,field,field,95.80%,True
patch_14_13.tif,field,field,95.41%,True
patch_14_14.tif,field,field,77.48%,True
patch_14_15.tif,field,field,82.24%,True
patch_14_16.tif,field,field,76.51%,True
patch_14_17.tif,field,field,80.04%,True
patch_14_18.tif,field,field,55.97%,True
patch_14_19.tif,field,field,90.90%,True
patch_14_20.tif,field,field,89.17%,True
patch_14_21.tif,field,field,98.57%,True
patch_14_22.tif,field,field,51.56%,True
patch_14_23.tif,field,field,61.39%,True
patch_14_24.tif,field,field,91.22%,True
patch_14_25.tif,field,non_field,64.40%,False
patch_14_26.tif,field,non_field,66.51%,False
patch_14_27.tif,field,field,70.28%,True
patch_14_28.tif,field,non_field,73.99%,False
patch_14_29.tif,field,non_field,92.03%,False
patch_14_30.tif,field,non_field,70.78%,False
patch_14_31.tif,field,field,68.03%,True
patch_14_32.tif,field,field,53.82%,True
patch_14_33.tif,field,non_field,73.01%,False
patch_14_34.tif,field,field,81.35%,True
patch_14_35.tif,field,non_field,78.36%,False
patch_14_36.tif,field,field,61.87%,True
patch_14_37.tif,field,field,56.67%,True
patch_14_38.tif,field,field,52.60%,True
patch_14_39.tif,field,non_field,66.59%,False
patch_14_40.tif,field,field,51.00%,True
patch_14_41.tif,field,field,80.53%,True
patch_14_42.tif,field,non_field,62.53%,False
patch_14_43.tif,field,field,72.47%,True
patch_14_44.tif,field,non_field,78.34%,False
patch_14_45.tif,field,field,77.93%,True
patch_14_46.tif,field,field,90.13%,True
patch_14_47.tif,field,field,70.50%,True
patch_14_48.tif,field,field,75.16%,True
patch_14_49.tif,field,field,74.17%,True
patch_14_9.tif,field,field,64.13%,True
patch_15_10.tif,field,field,86.30%,True
patch_15_11.tif,field,field,71.91%,True
patch_15_12.tif,field,field,92.88%,True
patch_15_13.tif,field,field,79.65%,True
patch_15_14.tif,field,field,90.12%,True
patch_15_15.tif,field,field,98.30%,True
patch_15_16.tif,field,field,84.14%,True
patch_15_17.tif,field,field,72.09%,True
patch_15_18.tif,field,field,62.25%,True
patch_15_19.tif,field,field,90.42%,True
patch_15_20.tif,field,field,94.24%,True
patch_15_21.tif,field,field,70.49%,True
patch_15_22.tif,field,field,68.10%,True
patch_15_23.tif,field,field,72.45%,True
patch_15_24.tif,field,non_field,61.76%,False
patch_15_25.tif,field,field,92.81%,True
patch_15_26.tif,field,field,69.17%,True
patch_15_27.tif,field,non_field,62.50%,False
patch_15_28.tif,field,field,79.92%,True
patch_15_29.tif,field,field,70.62%,True
patch_15_30.tif,field,field,81.23%,True
patch_15_31.tif,field,field,80.65%,True
patch_15_32.tif,field,field,59.89%,True
patch_15_33.tif,field,field,60.37%,True
patch_15_34.tif,field,field,51.92%,True
patch_15_35.tif,field,non_field,52.32%,False
patch_15_36.tif,field,non_field,80.66%,False
patch_15_37.tif,field,non_field,50.68%,False
patch_15_38.tif,field,non_field,54.21%,False
patch_15_39.tif,field,field,90.83%,True
patch_15_40.tif,field,field,74.57%,True
patch_15_41.tif,field,field,52.55%,True
patch_15_42.tif,field,field,71.31%,True
patch_15_43.tif,field,field,84.77%,True
patch_15_44.tif,field,field,75.25%,True
patch_15_45.tif,field,field,61.93%,True
patch_15_46.tif,field,field,87.91%,True
patch_15_47.tif,field,field,86.70%,True
patch_15_48.tif,field,field,71.25%,True
patch_15_49.tif,field,field,61.83%,True
patch_15_50.tif,field,non_field,55.92%,False
patch_15_9.tif,field,field,70.94%,True
patch_16_10.tif,field,field,85.56%,True
patch_16_11.tif,field,field,76.60%,True
patch_16_12.tif,field,field,94.19%,True
patch_16_13.tif,field,field,85.85%,True
patch_16_14.tif,field,field,93.45%,True
patch_16_15.tif,field,field,97.28%,True
patch_16_16.tif,field,field,97.48%,True
patch_16_17.tif,field,field,63.65%,True
patch_16_18.tif,field,field,81.66%,True
patch_16_19.tif,field,non_field,54.27%,False
patch_16_20.tif,field,field,70.12%,True
patch_16_21.tif,field,field,82.59%,True
patch_16_22.tif,field,field,86.69%,True
patch_16_23.tif,field,field,51.51%,True
patch_16_24.tif,field,field,54.19%,True
patch_16_25.tif,field,field,50.59%,True
patch_16_26.tif,field,field,69.38%,True
patch_16_27.tif,field,field,62.70%,True
patch_16_28.tif,field,field,78.58%,True
patch_16_29.tif,field,non_field,76.64%,False
patch_16_30.tif,field,field,60.23%,True
patch_16_31.tif,field,field,65.53%,True
patch_16_32.tif,field,non_field,73.31%,False
patch_16_33.tif,field,field,58.45%,True
patch_16_34.tif,field,field,76.20%,True
patch_16_35.tif,field,field,69.11%,True
patch_16_36.tif,field,field,66.55%,True
patch_16_37.tif,field,field,55.86%,True
patch_16_38.tif,field,field,90.38%,True
patch_16_39.tif,field,non_field,62.08%,False
patch_16_40.tif,field,non_field,52.32%,False
patch_16_41.tif,field,field,74.34%,True
patch_16_42.tif,field,field,58.56%,True
patch_16_43.tif,field,field,86.75%,True
patch_16_44.tif,field,field,87.48%,True
patch_16_45.tif,field,field,81.80%,True
patch_16_46.tif,field,field,79.28%,True
patch_16_47.tif,field,field,93.35%,True
patch_16_48.tif,field,field,90.79%,True
patch_16_49.tif,field,non_field,67.69%,False
patch_16_9.tif,field,field,96.19%,True
patch_17_10.tif,field,field,71.08%,True
patch_17_11.tif,field,non_field,55.94%,False
patch_17_12.tif,field,field,75.15%,True
patch_17_13.tif,field,field,54.01%,True
patch_17_14.tif,field,field,53.23%,True
patch_17_15.tif,field,field,79.84%,True
patch_17_16.tif,field,non_field,52.28%,False
patch_17_17.tif,field,field,79.28%,True
patch_17_18.tif,field,field,69.52%,True
patch_17_19.tif,field,field,55.53%,True
patch_17_2.tif,field,non_field,63.58%,False
patch_17_20.tif,field,field,75.41%,True
patch_17_21.tif,field,field,60.50%,True
patch_17_22.tif,field,field,59.34%,True
patch_17_23.tif,field,field,76.27%,True
patch_17_24.tif,field,non_field,51.60%,False
patch_17_25.tif,field,field,67.20%,True
patch_17_26.tif,field,field,92.36%,True
patch_17_27.tif,field,field,73.38%,True
patch_17_28.tif,field,field,81.46%,True
patch_17_29.tif,field,field,61.10%,True
patch_17_30.tif,field,field,71.14%,True
patch_17_31.tif,field,field,66.89%,True
patch_17_32.tif,field,field,79.42%,True
patch_17_33.tif,field,field,62.46%,True
patch_17_34.tif,field,non_field,64.51%,False
patch_17_35.tif,field,field,89.78%,True
patch_17_36.tif,field,field,77.62%,True
patch_17_37.tif,field,field,91.70%,True
patch_17_38.tif,field,field,77.99%,True
patch_17_39.tif,field,field,83.01%,True
patch_17_40.tif,field,non_field,55.53%,False
patch_17_41.tif,field,field,70.39%,True
patch_17_42.tif,field,field,83.44%,True
patch_17_43.tif,field,field,83.91%,True
patch_17_44.tif,field,field,67.61%,True
patch_17_45.tif,field,field,79.08%,True
patch_17_46.tif,field,field,91.13%,True
patch_17_47.tif,field,field,90.69%,True
patch_17_48.tif,field,field,66.70%,True
patch_17_49.tif,field,non_field,77.13%,False
patch_17_9.tif,field,field,99.45%,True
patch_18_10.tif,field,field,98.47%,True
patch_18_11.tif,field,field,81.90%,True
patch_18_12.tif,field,field,80.40%,True
patch_18_13.tif,field,field,88.25%,True
patch_18_14.tif,field,field,75.30%,True
patch_18_15.tif,field,field,81.09%,True
patch_18_16.tif,field,field,64.26%,True
patch_18_17.tif,field,field,81.09%,True
patch_18_18.tif,field,field,85.14%,True
patch_18_19.tif,field,non_field,62.22%,False
patch_18_20.tif,field,field,67.66%,True
patch_18_21.tif,field,field,75.26%,True
patch_18_22.tif,field,field,65.56%,True
patch_18_23.tif,field,field,79.70%,True
patch_18_24.tif,field,field,80.66%,True
patch_18_25.tif,field,field,54.92%,True
patch_18_26.tif,field,field,68.95%,True
patch_18_27.tif,field,field,52.28%,True
patch_18_28.tif,field,field,64.33%,True
patch_18_29.tif,field,field,87.11%,True
patch_18_30.tif,field,field,81.17%,True
patch_18_31.tif,field,field,53.93%,True
patch_18_32.tif,field,non_field,58.52%,False
patch_18_33.tif,field,field,88.09%,True
patch_18_34.tif,field,field,77.92%,True
patch_18_35.tif,field,non_field,68.63%,False
patch_18_36.tif,field,field,69.33%,True
patch_18_37.tif,field,field,79.93%,True
patch_18_38.tif,field,field,89.50%,True
patch_18_39.tif,field,field,82.92%,True
patch_18_40.tif,field,field,88.55%,True
patch_18_41.tif,field,non_field,64.39%,False
patch_18_42.tif,field,field,89.24%,True
patch_18_43.tif,field,field,88.46%,True
patch_18_44.tif,field,field,51.32%,True
patch_18_45.tif,field,field,93.91%,True
patch_18_46.tif,field,field,75.05%,True
patch_18_47.tif,field,field,56.56%,True
patch_18_48.tif,field,non_field,51.94%,False
patch_18_49.tif,field,non_field,76.73%,False
patch_18_9.tif,field,field,97.97%,True
patch_19_10.tif,field,field,93.96%,True
patch_19_11.tif,field,field,92.56%,True
patch_19_12.tif,field,field,89.06%,True
patch_19_13.tif,field,field,87.03%,True
patch_19_14.tif,field,field,82.44%,True
patch_19_15.tif,field,field,87.07%,True
patch_19_16.tif,field,field,89.84%,True
patch_19_17.tif,field,field,98.23%,True
patch_19_18.tif,field,field,95.59%,True
patch_19_19.tif,field,field,99.19%,True
patch_19_20.tif,field,field,78.61%,True
patch_19_21.tif,field,field,72.85%,True
patch_19_22.tif,field,field,83.73%,True
patch_19_23.tif,field,field,82.51%,True
patch_19_24.tif,field,non_field,58.79%,False
patch_19_25.tif,field,field,62.74%,True
patch_19_26.tif,field,non_field,64.32%,False
patch_19_27.tif,field,non_field,63.07%,False
patch_19_28.tif,field,non_field,52.57%,False
patch_19_29.tif,field,field,55.96%,True
patch_19_30.tif,field,field,67.32%,True
patch_19_31.tif,field,field,84.22%,True
patch_19_32.tif,field,field,78.28%,True
patch_19_33.tif,field,field,75.23%,True
patch_19_34.tif,field,field,80.36%,True
patch_19_35.tif,field,field,60.58%,True
patch_19_36.tif,field,field,63.51%,True
patch_19_37.tif,field,field,75.21%,True
patch_19_38.tif,field,field,67.43%,True
patch_19_39.tif,field,field,81.93%,True
patch_19_40.tif,field,non_field,58.81%,False
patch_19_41.tif,field,field,59.36%,True
patch_19_42.tif,field,field,87.95%,True
patch_19_43.tif,field,field,59.33%,True
patch_19_44.tif,field,field,77.31%,True
patch_19_45.tif,field,field,82.43%,True
patch_19_46.tif,field,field,68.15%,True
patch_19_47.tif,field,field,52.75%,True
patch_19_48.tif,field,field,66.88%,True
patch_19_49.tif,field,field,58.28%,True
patch_19_9.tif,field,field,82.51%,True
patch_20_10.tif,field,field,95.95%,True
patch_20_11.tif,field,field,98.29%,True
patch_20_12.tif,field,field,83.34%,True
patch_20_13.tif,field,field,98.00%,True
patch_20_14.tif,field,field,99.65%,True
patch_20_15.tif,field,field,97.38%,True
patch_20_16.tif,field,field,86.68%,True
patch_20_17.tif,field,field,74.61%,True
patch_20_18.tif,field,field,78.48%,True
patch_20_19.tif,field,field,98.84%,True
patch_20_20.tif,field,field,86.63%,True
patch_20_21.tif,field,field,88.72%,True
patch_20_22.tif,field,field,69.14%,True
patch_20_23.tif,field,field,89.07%,True
patch_20_24.tif,field,field,91.82%,True
patch_20_25.tif,field,non_field,64.41%,False
patch_20_26.tif,field,non_field,62.16%,False
patch_20_27.tif,field,field,67.83%,True
patch_20_28.tif,field,field,63.10%,True
patch_20_29.tif,field,field,82.76%,True
patch_20_30.tif,field,field,68.35%,True
patch_20_31.tif,field,non_field,58.71%,False
patch_20_32.tif,field,non_field,69.51%,False
patch_20_33.tif,field,field,76.40%,True
patch_20_34.tif,field,field,59.51%,True
patch_20_35.tif,field,non_field,57.82%,False
patch_20_36.tif,field,non_field,66.95%,False
patch_20_37.tif,field,non_field,84.85%,False
patch_20_38.tif,field,non_field,67.84%,False
patch_20_39.tif,field,field,66.43%,True
patch_20_40.tif,field,field,85.06%,True
patch_20_41.tif,field,field,76.26%,True
patch_20_42.tif,field,field,63.49%,True
patch_20_43.tif,field,field,72.23%,True
patch_20_44.tif,field,field,66.90%,True
patch_20_45.tif,field,field,67.54%,True
patch_20_46.tif,field,non_field,72.81%,False
patch_20_47.tif,field,non_field,61.01%,False
patch_20_48.tif,field,field,55.32%,True
patch_20_9.tif,field,field,99.03%,True
patch_21_10.tif,field,field,91.41%,True
patch_21_11.tif,field,field,59.99%,True
patch_21_12.tif,field,field,69.17%,True
patch_21_13.tif,field,field,96.26%,True
patch_21_14.tif,field,field,94.71%,True
patch_21_15.tif,field,field,94.85%,True
patch_21_16.tif,field,field,77.21%,True
patch_21_17.tif,field,field,90.01%,True
patch_21_18.tif,field,field,91.39%,True
patch_21_19.tif,field,field,98.91%,True
patch_21_20.tif,field,field,97.81%,True
patch_21_21.tif,field,field,85.52%,True
patch_21_22.tif,field,field,73.27%,True
patch_21_23.tif,field,field,70.42%,True
patch_21_24.tif,field,field,92.75%,True
patch_21_25.tif,field,field,76.21%,True
patch_21_26.tif,field,field,54.30%,True
patch_21_27.tif,field,field,67.65%,True
patch_21_28.tif,field,non_field,60.66%,False
patch_21_29.tif,field,field,71.44%,True
patch_21_30.tif,field,field,75.29%,True
patch_21_31.tif,field,non_field,61.80%,False
patch_21_32.tif,field,non_field,66.51%,False
patch_21_33.tif,field,non_field,52.05%,False
patch_21_34.tif,field,non_field,63.27%,False
patch_21_35.tif,field,field,52.89%,True
patch_21_36.tif,field,field,54.59%,True
patch_21_37.tif,field,field,61.50%,True
patch_21_38.tif,field,field,64.60%,True
patch_21_39.tif,field,field,66.36%,True
patch_21_40.tif,field,field,87.28%,True
patch_21_41.tif,field,non_field,53.54%,False
patch_21_42.tif,field,field,68.11%,True
patch_21_43.tif,field,field,56.17%,True
patch_21_44.tif,field,field,83.78%,True
patch_21_45.tif,field,field,70.97%,True
patch_21_8.tif,field,field,72.42%,True
patch_21_9.tif,field,field,99.17%,True
patch_22_10.tif,field,field,80.77%,True
patch_22_11.tif,field,non_field,50.29%,False
patch_22_12.tif,field,field,58.90%,True
patch_22_13.tif,field,field,59.75%,True
patch_22_14.tif,field,field,85.47%,True
patch_22_15.tif,field,field,66.30%,True
patch_22_16.tif,field,field,57.63%,True
patch_22_17.tif,field,field,73.06%,True
patch_22_18.tif,field,field,80.88%,True
patch_22_19.tif,field,field,83.71%,True
patch_22_20.tif,field,field,66.64%,True
patch_22_21.tif,field,field,80.35%,True
patch_22_22.tif,field,non_field,88.66%,False
patch_22_23.tif,field,field,87.26%,True
patch_22_24.tif,field,field,74.10%,True
patch_22_25.tif,field,field,94.53%,True
patch_22_26.tif,field,field,54.94%,True
patch_22_27.tif,field,non_field,52.28%,False
patch_22_28.tif,field,field,63.66%,True
patch_22_29.tif,field,field,83.73%,True
patch_22_30.tif,field,field,91.16%,True
patch_22_31.tif,field,field,69.66%,True
patch_22_32.tif,field,field,78.38%,True
patch_22_33.tif,field,field,85.30%,True
patch_22_34.tif,field,field,69.29%,True
patch_22_35.tif,field,field,65.18%,True
patch_22_36.tif,field,non_field,64.06%,False
patch_22_37.tif,field,field,63.28%,True
patch_22_38.tif,field,field,57.43%,True
patch_22_39.tif,field,field,62.91%,True
patch_22_40.tif,field,non_field,65.73%,False
patch_22_41.tif,field,non_field,52.73%,False
patch_22_42.tif,field,field,61.98%,True
patch_22_43.tif,field,field,52.81%,True
patch_22_44.tif,field,non_field,56.37%,False
patch_22_45.tif,field,field,77.65%,True
patch_22_46.tif,field,non_field,63.58%,False
patch_22_47.tif,field,non_field,82.02%,False
patch_22_48.tif,field,field,73.97%,True
patch_22_8.tif,field,field,96.44%,True
patch_22_9.tif,field,field,78.63%,True
patch_23_10.tif,field,field,82.50%,True
patch_23_11.tif,field,field,62.99%,True
patch_23_12.tif,field,field,50.15%,True
patch_23_13.tif,field,non_field,55.76%,False
patch_23_14.tif,field,field,71.51%,True
patch_23_15.tif,field,non_field,53.57%,False
patch_23_16.tif,field,field,68.45%,True
patch_23_17.tif,field,non_field,74.94%,False
patch_23_18.tif,field,field,84.82%,True
patch_23_19.tif,field,field,66.66%,True
patch_23_20.tif,field,non_field,50.25%,False
patch_23_21.tif,field,field,87.28%,True
patch_23_22.tif,field,non_field,62.59%,False
patch_23_23.tif,field,field,57.82%,True
patch_23_24.tif,field,field,93.88%,True
patch_23_25.tif,field,field,81.94%,True
patch_23_26.tif,field,field,81.52%,True
patch_23_27.tif,field,field,86.65%,True
patch_23_28.tif,field,non_field,58.92%,False
patch_23_29.tif,field,non_field,65.77%,False
patch_23_30.tif,field,field,54.98%,True
patch_23_31.tif,field,field,65.50%,True
patch_23_32.tif,field,non_field,65.67%,False
patch_23_33.tif,field,field,62.76%,True
patch_23_34.tif,field,non_field,71.44%,False
patch_23_35.tif,field,non_field,55.18%,False
patch_23_36.tif,field,field,64.02%,True
patch_23_37.tif,field,non_field,50.21%,False
patch_23_38.tif,field,field,67.69%,True
patch_23_39.tif,field,field,84.20%,True
patch_23_40.tif,field,non_field,53.97%,False
patch_23_41.tif,field,non_field,86.57%,False
patch_23_42.tif,field,non_field,52.42%,False
patch_23_43.tif,field,non_field,64.30%,False
patch_23_44.tif,field,non_field,51.37%,False
patch_23_45.tif,field,field,53.13%,True
patch_23_46.tif,field,non_field,73.22%,False
patch_23_47.tif,field,non_field,69.02%,False
patch_23_8.tif,field,field,89.68%,True
patch_23_9.tif,field,field,62.17%,True
patch_24_10.tif,field,field,90.86%,True
patch_24_11.tif,field,field,71.27%,True
patch_24_12.tif,field,field,60.17%,True
patch_24_13.tif,field,non_field,63.83%,False
patch_24_14.tif,field,field,82.58%,True
patch_24_15.tif,field,field,63.66%,True
patch_24_16.tif,field,field,70.64%,True
patch_24_17.tif,field,field,87.05%,True
patch_24_18.tif,field,field,84.38%,True
patch_24_19.tif,field,field,93.37%,True
patch_24_20.tif,field,field,88.47%,True
patch_24_21.tif,field,field,88.28%,True
patch_24_22.tif,field,field,83.44%,True
patch_24_23.tif,field,field,70.93%,True
patch_24_24.tif,field,field,79.23%,True
patch_24_25.tif,field,field,78.78%,True
patch_24_26.tif,field,field,85.46%,True
patch_24_27.tif,field,non_field,73.82%,False
patch_24_28.tif,field,non_field,89.82%,False
patch_24_29.tif,field,non_field,85.77%,False
patch_24_30.tif,field,non_field,63.55%,False
patch_24_31.tif,field,field,50.64%,True
patch_24_32.tif,field,non_field,52.89%,False
patch_24_33.tif,field,non_field,90.33%,False
patch_24_34.tif,field,non_field,83.00%,False
patch_24_35.tif,field,field,77.59%,True
patch_24_36.tif,field,field,69.23%,True
patch_24_37.tif,field,field,65.20%,True
patch_24_38.tif,field,field,54.57%,True
patch_24_39.tif,field,non_field,58.45%,False
patch_24_40.tif,field,field,57.53%,True
patch_24_41.tif,field,field,56.22%,True
patch_24_42.tif,field,non_field,68.10%,False
patch_24_43.tif,field,field,67.82%,True
patch_24_44.tif,field,non_field,51.23%,False
patch_24_45.tif,field,non_field,74.92%,False
patch_24_46.tif,field,field,79.55%,True
patch_24_47.tif,field,non_field,53.90%,False
patch_24_8.tif,field,field,98.53%,True
patch_24_9.tif,field,field,86.95%,True
patch_25_10.tif,field,field,88.03%,True
patch_25_11.tif,field,non_field,76.76%,False
patch_25_12.tif,field,non_field,66.47%,False
patch_25_13.tif,field,field,70.55%,True
patch_25_14.tif,field,field,73.58%,True
patch_25_15.tif,field,field,73.05%,True
patch_25_16.tif,field,field,86.59%,True
patch_25_17.tif,field,field,82.95%,True
patch_25_18.tif,field,field,75.74%,True
patch_25_19.tif,field,field,70.13%,True
patch_25_20.tif,field,non_field,64.92%,False
patch_25_21.tif,field,field,96.09%,True
patch_25_22.tif,field,field,54.10%,True
patch_25_23.tif,field,non_field,66.56%,False
patch_25_24.tif,field,field,55.16%,True
patch_25_25.tif,field,field,61.39%,True
patch_25_26.tif,field,non_field,63.62%,False
patch_25_27.tif,field,non_field,63.88%,False
patch_25_28.tif,field,non_field,88.33%,False
patch_25_29.tif,field,field,50.83%,True
patch_25_30.tif,field,field,56.14%,True
patch_25_31.tif,field,field,87.33%,True
patch_25_32.tif,field,non_field,74.07%,False
patch_25_33.tif,field,non_field,91.09%,False
patch_25_34.tif,field,non_field,88.16%,False
patch_25_35.tif,field,non_field,50.38%,False
patch_25_36.tif,field,non_field,53.06%,False
patch_25_37.tif,field,non_field,59.00%,False
patch_25_38.tif,field,non_field,54.60%,False
patch_25_39.tif,field,field,79.74%,True
patch_25_40.tif,field,non_field,60.85%,False
patch_25_41.tif,field,non_field,62.98%,False
patch_25_42.tif,field,field,58.04%,True
